  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  1.199499303149e+003  1.293195933711e+002  6.345519037359e+000  1.000000000000e+000  
  1.202264434617e+003  1.292547375799e+002  6.336790531762e+000  1.000000000000e+000  
  1.205035940372e+003  1.291899107033e+002  6.328057907384e+000  1.000000000000e+000  
  1.207813835107e+003  1.291251130564e+002  6.319321229043e+000  1.000000000000e+000  
  1.210598133550e+003  1.290603449536e+002  6.310580561591e+000  1.000000000000e+000  
  1.213388850465e+003  1.289956067083e+002  6.301835969907e+000  1.000000000000e+000  
  1.216186000646e+003  1.289308986335e+002  6.293087518897e+000  1.000000000000e+000  
  1.218989598925e+003  1.288662210412e+002  6.284335273491e+000  1.000000000000e+000  
  1.221799660165e+003  1.288015742427e+002  6.275579298642e+000  1.000000000000e+000  
  1.224616199265e+003  1.287369585485e+002  6.266819659322e+000  1.000000000000e+000  
  1.227439231158e+003  1.286723742683e+002  6.258056420521e+000  1.000000000000e+000  
  1.230268770812e+003  1.286078217110e+002  6.249289647247e+000  1.000000000000e+000  
  1.233104833229e+003  1.285433011847e+002  6.240519404517e+000  1.000000000000e+000  
  1.235947433444e+003  1.284788129967e+002  6.231745757364e+000  1.000000000000e+000  
  1.238796586530e+003  1.284143574534e+002  6.222968770828e+000  1.000000000000e+000  
  1.241652307592e+003  1.283499348606e+002  6.214188509955e+000  1.000000000000e+000  
  1.244514611771e+003  1.282855455230e+002  6.205405039799e+000  1.000000000000e+000  
  1.247383514243e+003  1.282211897446e+002  6.196618425414e+000  1.000000000000e+000  
  1.250259030218e+003  1.281568678285e+002  6.187828731856e+000  1.000000000000e+000  
  1.253141174941e+003  1.280925800770e+002  6.179036024179e+000  1.000000000000e+000  
  1.256029963695e+003  1.280283267915e+002  6.170240367435e+000  1.000000000000e+000  
  1.258925411794e+003  1.279641082726e+002  6.161441826667e+000  1.000000000000e+000  
  1.261827534590e+003  1.278999248200e+002  6.152640466913e+000  1.000000000000e+000  
  1.264736347471e+003  1.278357767324e+002  6.143836353201e+000  1.000000000000e+000  
  1.267651865858e+003  1.277716643078e+002  6.135029550544e+000  1.000000000000e+000  
  1.270574105208e+003  1.277075878433e+002  6.126220123945e+000  1.000000000000e+000  
  1.273503081016e+003  1.276435476349e+002  6.117408138387e+000  1.000000000000e+000  
  1.276438808811e+003  1.275795439779e+002  6.108593658837e+000  1.000000000000e+000  
  1.279381304157e+003  1.275155771666e+002  6.099776750241e+000  1.000000000000e+000  
  1.282330582656e+003  1.274516474945e+002  6.090957477521e+000  1.000000000000e+000  
  1.285286659943e+003  1.273877552540e+002  6.082135905577e+000  1.000000000000e+000  
  1.288249551693e+003  1.273239007367e+002  6.073312099280e+000  1.000000000000e+000  
  1.291219273613e+003  1.272600842332e+002  6.064486123473e+000  1.000000000000e+000  
  1.294195841450e+003  1.271963060334e+002  6.055658042969e+000  1.000000000000e+000  
  1.297179270984e+003  1.271325664258e+002  6.046827922547e+000  1.000000000000e+000  
  1.300169578033e+003  1.270688656983e+002  6.037995826951e+000  1.000000000000e+000  
  1.303166778452e+003  1.270052041379e+002  6.029161820889e+000  1.000000000000e+000  
  1.306170888132e+003  1.269415820303e+002  6.020325969030e+000  1.000000000000e+000  
  1.309181922999e+003  1.268779996606e+002  6.011488336001e+000  1.000000000000e+000  
  1.312199899019e+003  1.268144573126e+002  6.002648986387e+000  1.000000000000e+000  
  1.315224832192e+003  1.267509552694e+002  5.993807984726e+000  1.000000000000e+000  
  1.318256738556e+003  1.266874938130e+002  5.984965395512e+000  1.000000000000e+000  
  1.321295634186e+003  1.266240732244e+002  5.976121283188e+000  1.000000000000e+000  
  1.324341535194e+003  1.265606937836e+002  5.967275712145e+000  1.000000000000e+000  
  1.327394457730e+003  1.264973557697e+002  5.958428746724e+000  1.000000000000e+000  
  1.330454417978e+003  1.264340594608e+002  5.949580451208e+000  1.000000000000e+000  
  1.333521432163e+003  1.263708051337e+002  5.940730889824e+000  1.000000000000e+000  
  1.336595516546e+003  1.263075930646e+002  5.931880126741e+000  1.000000000000e+000  
  1.339676687426e+003  1.262444235285e+002  5.923028226067e+000  1.000000000000e+000  
  1.342764961138e+003  1.261812967992e+002  5.914175251846e+000  1.000000000000e+000  
  1.345860354056e+003  1.261182131499e+002  5.905321268058e+000  1.000000000000e+000  
  1.348962882591e+003  1.260551728524e+002  5.896466338615e+000  1.000000000000e+000  
  1.352072563194e+003  1.259921761775e+002  5.887610527363e+000  1.000000000000e+000  
  1.355189412351e+003  1.259292233952e+002  5.878753898076e+000  1.000000000000e+000  
  1.358313446587e+003  1.258663147743e+002  5.869896514455e+000  1.000000000000e+000  
  1.361444682466e+003  1.258034505824e+002  5.861038440128e+000  1.000000000000e+000  
  1.364583136589e+003  1.257406310863e+002  5.852179738646e+000  1.000000000000e+000  
  1.367728825596e+003  1.256778565516e+002  5.843320473482e+000  1.000000000000e+000  
  1.370881766165e+003  1.256151272429e+002  5.834460708029e+000  1.000000000000e+000  
  1.374041975012e+003  1.255524434238e+002  5.825600505599e+000  1.000000000000e+000  
  1.377209468894e+003  1.254898053566e+002  5.816739929419e+000  1.000000000000e+000  
  1.380384264603e+003  1.254272133027e+002  5.807879042632e+000  1.000000000000e+000  
  1.383566378972e+003  1.253646675224e+002  5.799017908293e+000  1.000000000000e+000  
  1.386755828872e+003  1.253021682749e+002  5.790156589368e+000  1.000000000000e+000  
  1.389952631213e+003  1.252397158184e+002  5.781295148732e+000  1.000000000000e+000  
  1.393156802945e+003  1.251773104097e+002  5.772433649168e+000  1.000000000000e+000  
  1.396368361056e+003  1.251149523050e+002  5.763572153363e+000  1.000000000000e+000  
  1.399587322572e+003  1.250526417589e+002  5.754710723909e+000  1.000000000000e+000  
  1.402813704562e+003  1.249903790253e+002  5.745849423300e+000  1.000000000000e+000  
  1.406047524130e+003  1.249281643567e+002  5.736988313929e+000  1.000000000000e+000  
  1.409288798422e+003  1.248659980046e+002  5.728127458090e+000  1.000000000000e+000  
  1.412537544623e+003  1.248038802195e+002  5.719266917970e+000  1.000000000000e+000  
  1.415793779957e+003  1.247418112506e+002  5.710406755655e+000  1.000000000000e+000  
  1.419057521689e+003  1.246797913460e+002  5.701547033122e+000  1.000000000000e+000  
  1.422328787123e+003  1.246178207529e+002  5.692687812239e+000  1.000000000000e+000  
  1.425607593602e+003  1.245558997170e+002  5.683829154766e+000  1.000000000000e+000  
  1.428893958511e+003  1.244940284833e+002  5.674971122349e+000  1.000000000000e+000  
  1.432187899273e+003  1.244322072952e+002  5.666113776523e+000  1.000000000000e+000  
  1.435489433353e+003  1.243704363953e+002  5.657257178706e+000  1.000000000000e+000  
  1.438798578256e+003  1.243087160250e+002  5.648401390201e+000  1.000000000000e+000  
  1.442115351525e+003  1.242470464245e+002  5.639546472190e+000  1.000000000000e+000  
  1.445439770746e+003  1.241854278328e+002  5.630692485736e+000  1.000000000000e+000  
  1.448771853545e+003  1.241238604879e+002  5.621839491783e+000  1.000000000000e+000  
  1.452111617587e+003  1.240623446265e+002  5.612987551148e+000  1.000000000000e+000  
  1.455459080582e+003  1.240008804843e+002  5.604136724526e+000  1.000000000000e+000  
  1.458814260275e+003  1.239394682956e+002  5.595287072484e+000  1.000000000000e+000  
  1.462177174456e+003  1.238781082937e+002  5.586438655460e+000  1.000000000000e+000  
  1.465547840956e+003  1.238168007109e+002  5.577591533767e+000  1.000000000000e+000  
  1.468926277644e+003  1.237555457780e+002  5.568745767581e+000  1.000000000000e+000  
  1.472312502432e+003  1.236943437248e+002  5.559901416949e+000  1.000000000000e+000  
  1.475706533276e+003  1.236331947800e+002  5.551058541784e+000  1.000000000000e+000  
  1.479108388168e+003  1.235720991709e+002  5.542217201863e+000  1.000000000000e+000  
  1.482518085146e+003  1.235110571239e+002  5.533377456824e+000  1.000000000000e+000  
  1.485935642287e+003  1.234500688640e+002  5.524539366168e+000  1.000000000000e+000  
  1.489361077711e+003  1.233891346152e+002  5.515702989256e+000  1.000000000000e+000  
  1.492794409579e+003  1.233282546000e+002  5.506868385307e+000  1.000000000000e+000  
  1.496235656094e+003  1.232674290402e+002  5.498035613398e+000  1.000000000000e+000  
  1.499684835502e+003  1.232066581560e+002  5.489204732460e+000  1.000000000000e+000  
  1.503141966090e+003  1.231459421665e+002  5.480375801279e+000  1.000000000000e+000  
  1.506607066186e+003  1.230852812898e+002  5.471548878494e+000  1.000000000000e+000  
  1.510080154164e+003  1.230246757425e+002  5.462724022594e+000  1.000000000000e+000  
  1.513561248436e+003  1.229641257403e+002  5.453901291920e+000  1.000000000000e+000  
  1.517050367459e+003  1.229036314976e+002  5.445080744660e+000  1.000000000000e+000  
  1.520547529732e+003  1.228431932274e+002  5.436262438850e+000  1.000000000000e+000  
  1.524052753797e+003  1.227828111418e+002  5.427446432371e+000  1.000000000000e+000  
  1.527566058238e+003  1.227224854516e+002  5.418632782949e+000  1.000000000000e+000  
  1.531087461682e+003  1.226622163663e+002  5.409821548154e+000  1.000000000000e+000  
  1.534616982799e+003  1.226020040942e+002  5.401012785397e+000  1.000000000000e+000  
  1.538154640303e+003  1.225418488425e+002  5.392206551929e+000  1.000000000000e+000  
  1.541700452949e+003  1.224817508171e+002  5.383402904842e+000  1.000000000000e+000  
  1.545254439538e+003  1.224217102228e+002  5.374601901065e+000  1.000000000000e+000  
  1.548816618912e+003  1.223617272631e+002  5.365803597363e+000  1.000000000000e+000  
  1.552387009958e+003  1.223018021402e+002  5.357008050338e+000  1.000000000000e+000  
  1.555965631605e+003  1.222419350553e+002  5.348215316426e+000  1.000000000000e+000  
  1.559552502827e+003  1.221821262082e+002  5.339425451895e+000  1.000000000000e+000  
  1.563147642641e+003  1.221223757975e+002  5.330638512846e+000  1.000000000000e+000  
  1.566751070108e+003  1.220626840208e+002  5.321854555209e+000  1.000000000000e+000  
  1.570362804333e+003  1.220030510741e+002  5.313073634747e+000  1.000000000000e+000  
  1.573982864466e+003  1.219434771525e+002  5.304295807047e+000  1.000000000000e+000  
  1.577611269699e+003  1.218839624498e+002  5.295521127526e+000  1.000000000000e+000  
  1.581248039270e+003  1.218245071585e+002  5.286749651426e+000  1.000000000000e+000  
  1.584893192461e+003  1.217651114699e+002  5.277981433814e+000  1.000000000000e+000  
  1.588546748598e+003  1.217057755741e+002  5.269216529581e+000  1.000000000000e+000  
  1.592208727051e+003  1.216464996600e+002  5.260454993440e+000  1.000000000000e+000  
  1.595879147236e+003  1.215872839152e+002  5.251696879925e+000  1.000000000000e+000  
  1.599558028614e+003  1.215281285261e+002  5.242942243394e+000  1.000000000000e+000  
  1.603245390690e+003  1.214690336781e+002  5.234191138019e+000  1.000000000000e+000  
  1.606941253013e+003  1.214099995549e+002  5.225443617794e+000  1.000000000000e+000  
  1.610645635178e+003  1.213510263393e+002  5.216699736530e+000  1.000000000000e+000  
  1.614358556826e+003  1.212921142129e+002  5.207959547854e+000  1.000000000000e+000  
  1.618080037643e+003  1.212332633560e+002  5.199223105207e+000  1.000000000000e+000  
  1.621810097359e+003  1.211744739475e+002  5.190490461846e+000  1.000000000000e+000  
  1.625548755750e+003  1.211157461653e+002  5.181761670839e+000  1.000000000000e+000  
  1.629296032639e+003  1.210570801860e+002  5.173036785070e+000  1.000000000000e+000  
  1.633051947894e+003  1.209984761849e+002  5.164315857231e+000  1.000000000000e+000  
  1.636816521428e+003  1.209399343362e+002  5.155598939826e+000  1.000000000000e+000  
  1.640589773199e+003  1.208814548128e+002  5.146886085167e+000  1.000000000000e+000  
  1.644371723215e+003  1.208230377863e+002  5.138177345376e+000  1.000000000000e+000  
  1.648162391525e+003  1.207646834272e+002  5.129472772383e+000  1.000000000000e+000  
  1.651961798229e+003  1.207063919047e+002  5.120772417923e+000  1.000000000000e+000  
  1.655769963469e+003  1.206481633868e+002  5.112076333538e+000  1.000000000000e+000  
  1.659586907437e+003  1.205899980401e+002  5.103384570574e+000  1.000000000000e+000  
  1.663412650370e+003  1.205318960303e+002  5.094697180183e+000  1.000000000000e+000  
  1.667247212551e+003  1.204738575216e+002  5.086014213318e+000  1.000000000000e+000  
  1.671090614310e+003  1.204158826771e+002  5.077335720736e+000  1.000000000000e+000  
  1.674942876026e+003  1.203579716586e+002  5.068661752994e+000  1.000000000000e+000  
  1.678804018122e+003  1.203001246267e+002  5.059992360453e+000  1.000000000000e+000  
  1.682674061070e+003  1.202423417408e+002  5.051327593270e+000  1.000000000000e+000  
  1.686553025388e+003  1.201846231590e+002  5.042667501404e+000  1.000000000000e+000  
  1.690440931643e+003  1.201269690382e+002  5.034012134611e+000  1.000000000000e+000  
  1.694337800447e+003  1.200693795342e+002  5.025361542446e+000  1.000000000000e+000  
  1.698243652461e+003  1.200118548014e+002  5.016715774260e+000  1.000000000000e+000  
  1.702158508395e+003  1.199543949930e+002  5.008074879201e+000  1.000000000000e+000  
  1.706082389003e+003  1.198970002611e+002  4.999438906211e+000  1.000000000000e+000  
  1.710015315090e+003  1.198396707564e+002  4.990807904029e+000  1.000000000000e+000  
  1.713957307508e+003  1.197824066285e+002  4.982181921186e+000  1.000000000000e+000  
  1.717908387157e+003  1.197252080257e+002  4.973561006009e+000  1.000000000000e+000  
  1.721868574986e+003  1.196680750952e+002  4.964945206614e+000  1.000000000000e+000  
  1.725837891990e+003  1.196110079829e+002  4.956334570914e+000  1.000000000000e+000  
  1.729816359215e+003  1.195540068335e+002  4.947729146609e+000  1.000000000000e+000  
  1.733803997754e+003  1.194970717904e+002  4.939128981193e+000  1.000000000000e+000  
  1.737800828749e+003  1.194402029958e+002  4.930534121949e+000  1.000000000000e+000  
  1.741806873391e+003  1.193834005909e+002  4.921944615948e+000  1.000000000000e+000  
  1.745822152920e+003  1.193266647153e+002  4.913360510055e+000  1.000000000000e+000  
  1.749846688624e+003  1.192699955077e+002  4.904781850917e+000  1.000000000000e+000  
  1.753880501841e+003  1.192133931056e+002  4.896208684975e+000  1.000000000000e+000  
  1.757923613958e+003  1.191568576450e+002  4.887641058452e+000  1.000000000000e+000  
  1.761976046411e+003  1.191003892609e+002  4.879079017363e+000  1.000000000000e+000  
  1.766037820686e+003  1.190439880871e+002  4.870522607506e+000  1.000000000000e+000  
  1.770108958317e+003  1.189876542562e+002  4.861971874464e+000  1.000000000000e+000  
  1.774189480890e+003  1.189313878993e+002  4.853426863610e+000  1.000000000000e+000  
  1.778279410039e+003  1.188751891468e+002  4.844887620096e+000  1.000000000000e+000  
  1.782378767448e+003  1.188190581276e+002  4.836354188862e+000  1.000000000000e+000  
  1.786487574852e+003  1.187629949692e+002  4.827826614631e+000  1.000000000000e+000  
  1.790605854035e+003  1.187069997984e+002  4.819304941910e+000  1.000000000000e+000  
  1.794733626832e+003  1.186510727404e+002  4.810789214988e+000  1.000000000000e+000  
  1.798870915128e+003  1.185952139193e+002  4.802279477936e+000  1.000000000000e+000  
  1.803017740859e+003  1.185394234580e+002  4.793775774610e+000  1.000000000000e+000  
  1.807174126011e+003  1.184837014784e+002  4.785278148644e+000  1.000000000000e+000  
  1.811340092619e+003  1.184280481010e+002  4.776786643455e+000  1.000000000000e+000  
  1.815515662773e+003  1.183724634450e+002  4.768301302242e+000  1.000000000000e+000  
  1.819700858610e+003  1.183169476288e+002  4.759822167984e+000  1.000000000000e+000  
  1.823895702319e+003  1.182615007692e+002  4.751349283440e+000  1.000000000000e+000  
  1.828100216142e+003  1.182061229821e+002  4.742882691147e+000  1.000000000000e+000  
  1.832314422371e+003  1.181508143821e+002  4.734422433425e+000  1.000000000000e+000  
  1.836538343348e+003  1.180955750825e+002  4.725968552371e+000  1.000000000000e+000  
  1.840772001469e+003  1.180404051958e+002  4.717521089862e+000  1.000000000000e+000  
  1.845015419179e+003  1.179853048328e+002  4.709080087552e+000  1.000000000000e+000  
  1.849268618978e+003  1.179302741037e+002  4.700645586876e+000  1.000000000000e+000  
  1.853531623414e+003  1.178753131169e+002  4.692217629044e+000  1.000000000000e+000  
  1.857804455091e+003  1.178204219802e+002  4.683796255047e+000  1.000000000000e+000  
  1.862087136663e+003  1.177656007999e+002  4.675381505650e+000  1.000000000000e+000  
  1.866379690834e+003  1.177108496813e+002  4.666973421399e+000  1.000000000000e+000  
  1.870682140365e+003  1.176561687283e+002  4.658572042613e+000  1.000000000000e+000  
  1.874994508067e+003  1.176015580439e+002  4.650177409393e+000  1.000000000000e+000  
  1.879316816803e+003  1.175470177298e+002  4.641789561611e+000  1.000000000000e+000  
  1.883649089489e+003  1.174925478867e+002  4.633408538920e+000  1.000000000000e+000  
  1.887991349096e+003  1.174381486138e+002  4.625034380746e+000  1.000000000000e+000  
  1.892343618645e+003  1.173838200095e+002  4.616667126294e+000  1.000000000000e+000  
  1.896705921211e+003  1.173295621709e+002  4.608306814542e+000  1.000000000000e+000  
  1.901078279923e+003  1.172753751940e+002  4.599953484246e+000  1.000000000000e+000  
  1.905460717963e+003  1.172212591736e+002  4.591607173937e+000  1.000000000000e+000  
  1.909853258566e+003  1.171672142033e+002  4.583267921920e+000  1.000000000000e+000  
  1.914255925021e+003  1.171132403758e+002  4.574935766279e+000  1.000000000000e+000  
  1.918668740670e+003  1.170593377824e+002  4.566610744868e+000  1.000000000000e+000  
  1.923091728910e+003  1.170055065134e+002  4.558292895322e+000  1.000000000000e+000  
  1.927524913191e+003  1.169517466579e+002  4.549982255046e+000  1.000000000000e+000  
  1.931968317017e+003  1.168980583040e+002  4.541678861222e+000  1.000000000000e+000  
  1.936421963946e+003  1.168444415385e+002  4.533382750809e+000  1.000000000000e+000  
  1.940885877592e+003  1.167908964471e+002  4.525093960537e+000  1.000000000000e+000  
  1.945360081622e+003  1.167374231145e+002  4.516812526914e+000  1.000000000000e+000  
  1.949844599758e+003  1.166840216242e+002  4.508538486220e+000  1.000000000000e+000  
  1.954339455775e+003  1.166306920586e+002  4.500271874513e+000  1.000000000000e+000  
  1.958844673506e+003  1.165774344989e+002  4.492012727622e+000  1.000000000000e+000  
  1.963360276836e+003  1.165242490255e+002  4.483761081154e+000  1.000000000000e+000  
  1.967886289706e+003  1.164711357172e+002  4.475516970489e+000  1.000000000000e+000  
  1.972422736115e+003  1.164180946521e+002  4.467280430782e+000  1.000000000000e+000  
  1.976969640112e+003  1.163651259069e+002  4.459051496963e+000  1.000000000000e+000  
  1.981527025805e+003  1.163122295576e+002  4.450830203735e+000  1.000000000000e+000  
  1.986094917357e+003  1.162594056787e+002  4.442616585580e+000  1.000000000000e+000  
  1.990673338987e+003  1.162066543438e+002  4.434410676750e+000  1.000000000000e+000  
  1.995262314969e+003  1.161539756253e+002  4.426212511275e+000  1.000000000000e+000  
  1.999861869632e+003  1.161013695946e+002  4.418022122960e+000  1.000000000000e+000  
  2.004472027365e+003  1.160488363222e+002  4.409839545382e+000  1.000000000000e+000  
  2.009092812608e+003  1.159963758770e+002  4.401664811898e+000  1.000000000000e+000  
  2.013724249862e+003  1.159439883274e+002  4.393497955635e+000  1.000000000000e+000  
  2.018366363681e+003  1.158916737404e+002  4.385339009500e+000  1.000000000000e+000  
  2.023019178678e+003  1.158394321819e+002  4.377188006172e+000  1.000000000000e+000  
  2.027682719521e+003  1.157872637169e+002  4.369044978108e+000  1.000000000000e+000  
  2.032357010936e+003  1.157351684092e+002  4.360909957540e+000  1.000000000000e+000  
  2.037042077705e+003  1.156831463217e+002  4.352782976474e+000  1.000000000000e+000  
  2.041737944669e+003  1.156311975161e+002  4.344664066694e+000  1.000000000000e+000  
  2.046444636724e+003  1.155793220530e+002  4.336553259761e+000  1.000000000000e+000  
  2.051162178825e+003  1.155275199921e+002  4.328450587010e+000  1.000000000000e+000  
  2.055890595984e+003  1.154757913919e+002  4.320356079554e+000  1.000000000000e+000  
  2.060629913270e+003  1.154241363100e+002  4.312269768283e+000  1.000000000000e+000  
  2.065380155810e+003  1.153725548029e+002  4.304191683861e+000  1.000000000000e+000  
  2.070141348791e+003  1.153210469260e+002  4.296121856733e+000  1.000000000000e+000  
  2.074913517455e+003  1.152696127338e+002  4.288060317120e+000  1.000000000000e+000  
  2.079696687103e+003  1.152182522795e+002  4.280007095018e+000  1.000000000000e+000  
  2.084490883097e+003  1.151669656156e+002  4.271962220205e+000  1.000000000000e+000  
  2.089296130854e+003  1.151157527934e+002  4.263925722234e+000  1.000000000000e+000  
  2.094112455851e+003  1.150646138631e+002  4.255897630436e+000  1.000000000000e+000  
  2.098939883623e+003  1.150135488741e+002  4.247877973923e+000  1.000000000000e+000  
  2.103778439766e+003  1.149625578746e+002  4.239866781583e+000  1.000000000000e+000  
  2.108628149933e+003  1.149116409118e+002  4.231864082085e+000  1.000000000000e+000  
  2.113489039836e+003  1.148607980321e+002  4.223869903876e+000  1.000000000000e+000  
  2.118361135248e+003  1.148100292805e+002  4.215884275183e+000  1.000000000000e+000  
  2.123244462000e+003  1.147593347014e+002  4.207907224012e+000  1.000000000000e+000  
  2.128139045982e+003  1.147087143381e+002  4.199938778152e+000  1.000000000000e+000  
  2.133044913146e+003  1.146581682326e+002  4.191978965168e+000  1.000000000000e+000  
  2.137962089502e+003  1.146076964263e+002  4.184027812410e+000  1.000000000000e+000  
  2.142890601120e+003  1.145572989594e+002  4.176085347005e+000  1.000000000000e+000  
  2.147830474130e+003  1.145069758712e+002  4.168151595866e+000  1.000000000000e+000  
  2.152781734724e+003  1.144567272000e+002  4.160226585683e+000  1.000000000000e+000  
  2.157744409152e+003  1.144065529831e+002  4.152310342931e+000  1.000000000000e+000  
  2.162718523727e+003  1.143564532569e+002  4.144402893867e+000  1.000000000000e+000  
  2.167704104819e+003  1.143064280567e+002  4.136504264530e+000  1.000000000000e+000  
  2.172701178863e+003  1.142564774168e+002  4.128614480743e+000  1.000000000000e+000  
  2.177709772353e+003  1.142066013709e+002  4.120733568111e+000  1.000000000000e+000  
  2.182729911843e+003  1.141567999512e+002  4.112861552025e+000  1.000000000000e+000  
  2.187761623949e+003  1.141070731895e+002  4.104998457658e+000  1.000000000000e+000  
  2.192804935350e+003  1.140574211161e+002  4.097144309969e+000  1.000000000000e+000  
  2.197859872784e+003  1.140078437609e+002  4.089299133701e+000  1.000000000000e+000  
  2.202926463053e+003  1.139583411523e+002  4.081462953384e+000  1.000000000000e+000  
  2.208004733019e+003  1.139089133182e+002  4.073635793332e+000  1.000000000000e+000  
  2.213094709605e+003  1.138595602854e+002  4.065817677647e+000  1.000000000000e+000  
  2.218196419800e+003  1.138102820798e+002  4.058008630216e+000  1.000000000000e+000  
  2.223309890651e+003  1.137610787262e+002  4.050208674714e+000  1.000000000000e+000  
  2.228435149270e+003  1.137119502488e+002  4.042417834603e+000  1.000000000000e+000  
  2.233572222830e+003  1.136628966705e+002  4.034636133134e+000  1.000000000000e+000  
  2.238721138568e+003  1.136139180136e+002  4.026863593344e+000  1.000000000000e+000  
  2.243881923782e+003  1.135650142994e+002  4.019100238062e+000  1.000000000000e+000  
  2.249054605835e+003  1.135161855481e+002  4.011346089903e+000  1.000000000000e+000  
  2.254239212152e+003  1.134674317792e+002  4.003601171274e+000  1.000000000000e+000  
  2.259435770221e+003  1.134187530112e+002  3.995865504372e+000  1.000000000000e+000  
  2.264644307593e+003  1.133701492619e+002  3.988139111184e+000  1.000000000000e+000  
  2.269864851883e+003  1.133216205478e+002  3.980422013488e+000  1.000000000000e+000  
  2.275097430772e+003  1.132731668850e+002  3.972714232855e+000  1.000000000000e+000  
  2.280342072000e+003  1.132247882883e+002  3.965015790645e+000  1.000000000000e+000  
  2.285598803375e+003  1.131764847718e+002  3.957326708015e+000  1.000000000000e+000  
  2.290867652767e+003  1.131282563488e+002  3.949647005911e+000  1.000000000000e+000  
  2.296148648112e+003  1.130801030315e+002  3.941976705076e+000  1.000000000000e+000  
  2.301441817408e+003  1.130320248314e+002  3.934315826044e+000  1.000000000000e+000  
  2.306747188720e+003  1.129840217590e+002  3.926664389146e+000  1.000000000000e+000  
  2.312064790175e+003  1.129360938242e+002  3.919022414507e+000  1.000000000000e+000  
  2.317394649968e+003  1.128882410357e+002  3.911389922048e+000  1.000000000000e+000  
  2.322736796357e+003  1.128404634015e+002  3.903766931487e+000  1.000000000000e+000  
  2.328091257665e+003  1.127927609289e+002  3.896153462336e+000  1.000000000000e+000  
  2.333458062281e+003  1.127451336240e+002  3.888549533907e+000  1.000000000000e+000  
  2.338837238659e+003  1.126975814924e+002  3.880955165309e+000  1.000000000000e+000  
  2.344228815319e+003  1.126501045386e+002  3.873370375449e+000  1.000000000000e+000  
  2.349632820848e+003  1.126027027665e+002  3.865795183033e+000  1.000000000000e+000  
  2.355049283896e+003  1.125553761789e+002  3.858229606568e+000  1.000000000000e+000  
  2.360478233180e+003  1.125081247780e+002  3.850673664358e+000  1.000000000000e+000  
  2.365919697485e+003  1.124609485650e+002  3.843127374509e+000  1.000000000000e+000  
  2.371373705661e+003  1.124138475405e+002  3.835590754930e+000  1.000000000000e+000  
  2.376840286624e+003  1.123668217040e+002  3.828063823328e+000  1.000000000000e+000  
  2.382319469358e+003  1.123198710544e+002  3.820546597216e+000  1.000000000000e+000  
  2.387811282913e+003  1.122729955897e+002  3.813039093908e+000  1.000000000000e+000  
  2.393315756405e+003  1.122261953071e+002  3.805541330521e+000  1.000000000000e+000  
  2.398832919019e+003  1.121794702031e+002  3.798053323977e+000  1.000000000000e+000  
  2.404362800006e+003  1.121328202732e+002  3.790575091002e+000  1.000000000000e+000  
  2.409905428686e+003  1.120862455123e+002  3.783106648128e+000  1.000000000000e+000  
  2.415460834445e+003  1.120397459143e+002  3.775648011692e+000  1.000000000000e+000  
  2.421029046736e+003  1.119933214726e+002  3.768199197838e+000  1.000000000000e+000  
  2.426610095082e+003  1.119469721796e+002  3.760760222517e+000  1.000000000000e+000  
  2.432204009073e+003  1.119006980269e+002  3.753331101488e+000  1.000000000000e+000  
  2.437810818368e+003  1.118544990055e+002  3.745911850316e+000  1.000000000000e+000  
  2.443430552694e+003  1.118083751055e+002  3.738502484379e+000  1.000000000000e+000  
  2.449063241844e+003  1.117623263163e+002  3.731103018861e+000  1.000000000000e+000  
  2.454708915685e+003  1.117163526265e+002  3.723713468757e+000  1.000000000000e+000  
  2.460367604147e+003  1.116704540239e+002  3.716333848873e+000  1.000000000000e+000  
  2.466039337234e+003  1.116246304956e+002  3.708964173826e+000  1.000000000000e+000  
  2.471724145016e+003  1.115788820279e+002  3.701604458047e+000  1.000000000000e+000  
  2.477422057633e+003  1.115332086065e+002  3.694254715777e+000  1.000000000000e+000  
  2.483133105295e+003  1.114876102162e+002  3.686914961072e+000  1.000000000000e+000  
  2.488857318282e+003  1.114420868411e+002  3.679585207800e+000  1.000000000000e+000  
  2.494594726943e+003  1.113966384646e+002  3.672265469645e+000  1.000000000000e+000  
  2.500345361696e+003  1.113512650692e+002  3.664955760107e+000  1.000000000000e+000  
  2.506109253032e+003  1.113059666371e+002  3.657656092501e+000  1.000000000000e+000  
  2.511886431509e+003  1.112607431492e+002  3.650366479958e+000  1.000000000000e+000  
  2.517676927758e+003  1.112155945861e+002  3.643086935426e+000  1.000000000000e+000  
  2.523480772480e+003  1.111705209276e+002  3.635817471672e+000  1.000000000000e+000  
  2.529297996446e+003  1.111255221527e+002  3.628558101281e+000  1.000000000000e+000  
  2.535128630497e+003  1.110805982397e+002  3.621308836657e+000  1.000000000000e+000  
  2.540972705549e+003  1.110357491663e+002  3.614069690024e+000  1.000000000000e+000  
  2.546830252585e+003  1.109909749094e+002  3.606840673427e+000  1.000000000000e+000  
  2.552701302661e+003  1.109462754452e+002  3.599621798730e+000  1.000000000000e+000  
  2.558585886905e+003  1.109016507492e+002  3.592413077622e+000  1.000000000000e+000  
  2.564484036517e+003  1.108571007964e+002  3.585214521612e+000  1.000000000000e+000  
  2.570395782768e+003  1.108126255609e+002  3.578026142033e+000  1.000000000000e+000  
